Year,Country,Prevalence Rate,ART Rate,PMTCT Rate,Exp_per_cap Level,Coglevel,Newly Infected Rate,PMTCT Receiving Rate
2017,Philippines,0.1,38,17,2,3,0.0185,0.1
2017,Singapore,0.3,67,,4,3,0.0077,
2017,SriLanka,0.1,,,,,0.0056,
2017,Thailand,1.2,68,95,2,3,0.0176,0.976744186
2017,VietNam,0.3,,,,,0.0086,0.8
2017,Bahamas,1.8,49,,,,0.15,
2017,Barbados,1.5,45,,4,3,0.1,
2017,Belize,1.9,27,47,3,2,0.1979,0.5
2017,Cuba,0.4,66,95,4,3,0.0253,0.75
2017,DominicanRepublic,0.9,,,,,0.0365,0.852631579
2017,Guyana,1.5,65,69,4,3,0.0926,0.65
2017,Haiti,2,61,76,3,2,0.095,0.762711864
2017,Jamaica,1.9,30,95,2,,0.114,0.82
2017,Suriname,1.4,45,95,,2,0.1296,0.9
2017,Angola,2,24,28,1,2,0.1813,0.284
2017,Botswana,20.7,78,90,2,3,0.5035,0.915384615
2017,Comoros,0.1,78,,4,3,0.05,
2017,Eritrea,0.7,50,42,1,3,0.0237,0.431372549
2017,Eswatini,27.7,86,82,,3,1.1634,0.836363636
2017,Ethiopia,1.1,64,72,2,3,0.0372,0.723809524
2017,Kenya,4.9,73,82,2,3,0.1568,0.8296875
2017,Lesotho,24,60,76,1,3,0.9882,0.763636364
2017,Madagascar,0.3,7,11,2,1,0.0446,0.111111111
2017,Malawi,9.4,73,95,1,3,0.376,0.94893617
2017,Mauritius,1.3,22,95,2,1,0.0975,1
2017,Mozambique,12.6,50,95,1,2,0.9,0.981818182
2017,Namibia,12.1,84,95,3,3,0.3993,1.127272727
2017,Rwanda,2.6,83,94,3,3,0.0473,0.931034483
2017,SouthAfrica,20.5,,,,,0.7013,0.862068966
2017,SouthSudan,2.5,,,,,0.2368,0.5625
2017,Uganda,5.9,71,95,,3,0.2444,1.07
2017,UnitedRepublicofTanzania,4.7,,,,,0.2381,0.9
2017,Zambia,11.6,70,95,1,3,0.4737,1.222916667
2017,Zimbabwe,13.1,81,93,1,3,0.4132,0.932307692
2017,Armenia,0.2,44,,3,2,0.0114,
2017,Belarus,0.4,45,95,3,3,0.0336,0.54
2017,BosniaandHerzegovina,0.1,,,,,0.02,
2017,Georgia,0.4,46,,4,2,0.0324,
2017,Kazakhstan,0.2,49,68,3,3,0.0217,0.672413793
2017,Kyrgyzstan,0.2,39,80,4,2,0.0147,0.6
2017,Montenegro,0.1,39,,,2,0.02,
2017,NorthMacedonia,0.1,,,,,0.02,
2017,RepublicofMoldova,0.6,,,,,0.0353,0.42
2017,Tajikistan,0.2,39,35,3,2,0.014,0.32
2017,Ukraine,0.9,44,95,2,3,0.047,0.958333333
2017,Uzbekistan,0.2,45,30,2,,0.0221,0.3
2017,Argentina,0.4,60,95,4,,0.0186,1
2017,Bolivia,0.3,35,95,,,0.0191,0.68
2017,Brazil,0.5,63,,3,3,0.0293,
2017,Chile,0.5,59,87,4,,0.0371,0.54
2017,Colombia,0.4,52,28,3,,0.0195,0.27826087
2017,CostaRica,0.4,,,,,0.0283,
2017,Ecuador,0.4,51,95,2,2,0.0219,0.72
2017,ElSalvador,0.6,,,,,0.0175,0.26
2017,Guatemala,0.4,38,29,3,2,0.0187,0.292682927
2017,Honduras,0.3,50,51,3,2,0.0104,0.36
2017,Mexico,0.2,62,,4,2,0.0096,
2017,Nicaragua,0.2,47,84,,,0.0109,0.55
2017,Panama,0.9,51,95,4,2,0.045,0.4
2017,Paraguay,0.5,37,75,3,3,0.0262,0.42
2017,Peru,0.3,64,69,3,,0.0132,0.7
2017,Uruguay,0.6,52,95,,3,0.0402,0.65
2017,Algeria,0.1,75,63,3,3,0.0087,0.52
2017,Djibouti,1.2,28,24,2,,0.0745,0.1
2017,Egypt,0.1,25,17,,,0.0163,0.1
2017,Iran(IslamicRepublicof),0.1,,,,,0.0073,0.54
2017,Jordan,0.1,72,,4,,0.02,
2017,Kuwait,0.1,57,,4,2,0.0164,
2017,Lebanon,0.1,54,,3,3,0.0083,
2017,LibyanArabJamahiriya,0.2,,,,,0.0112,0.25
2017,Morocco,0.1,57,58,3,3,0.0044,0.42
2017,Oman,0.2,38,,3,2,0.0323,
2017,Somalia,0.1,26,17,2,,0.0045,0.16
2017,Sudan,0.2,14,7,1,1,0.0179,0.065
2017,SyrianArabRepublic,0.1,,,,,0.0161,
2017,Tunisia,0.1,35,,,,0.0192,
2017,Yemen,0.1,21,13,,,0.01,0.06
2017,Benin,1,53,95,1,,0.0514,1.5
2017,BurkinaFaso,0.8,,,,,0.0198,1.06
2017,Burundi,1.1,72,83,2,,0.0239,0.84
2017,Cameroon,3.7,47,84,1,3,0.1713,0.825
2017,CapeVerde,0.6,,,,,0.05,
2017,CentralAfricanRepublic,3.7,,,,,0.1951,0.630434783
2017,Chad,1.3,44,47,1,,0.0704,0.48
2017,Congo,2.7,33,17,,2,0.1638,0.166666667
2017,CotedIvoire,2.7,,,,,0.1057,0.910526316
2017,DemocraticRepublicoftheCongo,0.8,,,,,0.0356,0.534615385
2017,EquatorialGuinea,7,,,,,0.6051,0.625
2017,Gabon,3.9,63,67,1,,0.1545,0.666666667
2017,Gambia,1.9,27,73,1,1,0.1596,0.73
2017,Ghana,1.7,31,72,2,2,0.103,0.705882353
2017,Guinea,1.5,35,43,1,,0.0875,0.442307692
2017,Guinea-Bissau,3.6,27,65,,,0.2127,0.666666667
2017,Liberia,1.3,29,79,1,2,0.0683,0.8
2017,Mali,1.3,29,24,1,1,0.1127,0.234693878
2017,Mauritania,0.2,52,23,2,2,0.0069,0.15
2017,Niger,0.3,51,60,2,2,0.0142,0.6125
2017,Nigeria,1.5,53,50,1,2,0.0947,0.503030303
2017,Senegal,0.4,55,55,2,2,0.0124,0.545454545
2017,SierraLeone,1.5,,,,,0.0971,
2017,Togo,2.4,56,71,1,3,0.1156,0.709090909
2017,Bulgaria,0.1,37,,4,3,0.0156,
2017,Croatia,0.1,74,,4,3,0.0067,
2017,CzechRepublic,0.1,,,,,0.0128,
2017,Denmark,0.1,88,,,3,0.0032,
2017,Estonia,0.9,58,,,3,0.0625,
2017,Finland,0.1,74,,,3,0.0053,
2017,France,0.3,82,,,3,0.0111,
2017,Germany,0.1,81,,,3,0.0032,
2017,Hungary,0.1,51,,,3,0.0143,
2017,Iceland,0.1,75,,,3,0.02,
2017,Ireland,0.2,76,,,3,0.0145,
2017,Israel,0.2,,,,3,0.0116,
2017,Italy,0.3,86,,,3,0.0076,
2017,Latvia,0.4,40,,3,,0.0392,
2017,Luxembourg,0.3,75,,4,3,0.0273,
2017,Netherlands,0.2,83,,,3,0.0043,
2017,Norway,0.1,81,,,3,0.0035,
2017,Portugal,0.5,87,,4,3,0.011,
2017,Romania,0.1,66,95,4,3,0.0047,1.2
2017,Serbia,0.1,61,,4,3,0.0172,
2017,Slovakia,0.1,59,,,3,0.0182,
2017,Spain,0.4,83,,4,3,0.0088,
2018,Afghanistan,0.1,13,11,3,2,0.0117,0.1
2018,Australia,0.1,83,,,3,0.0036,
2018,Bangladesh,0.1,22,28,3,2,0.0114,0.2
2018,Bhutan,0.3,37,,,2,0.0231,
2018,Cambodia,0.5,81,85,2,3,0.006,0.849315068
2018,Indonesia,0.4,17,15,1,2,0.0288,0.15
2018,Japan,0.1,80,,,,0.004,
2018,LaoPeopleDemocraticRepublic,0.3,,,,,0.0143,0.18
2018,Malaysia,0.4,48,95,2,3,0.0257,0.52
2018,Mongolia,0.1,32,,4,2,0.0167,
2018,Myanmar,0.8,70,80,1,,0.0367,0.796296296
2018,Nepal,0.1,56,51,2,3,0.003,0.3
2018,NewZealand,0.1,,,,,0.0056,
2018,Pakistan,0.1,10,10,1,1,0.0138,0.1
2018,PapuaNewGuinea,0.8,,,,,0.0373,0.8
2018,Philippines,0.1,44,18,2,3,0.0169,0.14
2018,Singapore,0.2,78,,4,3,0.0051,
2018,SriLanka,0.1,,,,,0.0057,
2018,Thailand,1.1,75,95,2,3,0.0147,0.974358974
2018,VietNam,0.3,,,,,0.0074,0.791666667
2018,Bahamas,1.8,52,,,,0.15,
2018,Barbados,1.5,50,,4,3,0.1,
2018,Belize,1.9,28,44,3,2,0.1939,0.4
2018,Cuba,0.4,72,95,4,3,0.0219,0.9
2018,DominicanRepublic,0.9,,,,,0.0347,0.846153846
2018,Guyana,1.4,68,89,4,3,0.0854,0.8
2018,Haiti,2,58,83,3,2,0.0913,0.830508475
2018,Jamaica,1.9,31,95,2,,0.114,0.8
2018,Suriname,1.4,52,95,,2,0.125,0.9
2018,Angola,2,27,38,1,2,0.1697,0.384
2018,Botswana,20.3,83,95,2,3,0.4664,0.953846154
2018,Comoros,0.1,79,,4,3,0.05,
2018,Eritrea,0.7,51,48,1,3,0.0226,0.46
2018,Eswatini,27.3,86,79,,3,1.014,0.781818182
2018,Ethiopia,1,65,92,2,3,0.0333,0.92
2018,Kenya,4.7,68,91,2,3,0.1351,0.912698413
2018,Lesotho,23.6,61,77,1,3,0.9024,0.745454545
2018,Madagascar,0.3,9,25,2,1,0.0469,0.254545455
2018,Malawi,9.2,78,95,1,3,0.3496,1.046666667
2018,Mauritius,1.3,22,95,2,1,0.091,1.1
2018,Mozambique,12.6,56,95,1,2,0.8591,0.990909091
2018,Namibia,11.8,92,95,3,3,0.3599,1.21
2018,Rwanda,2.5,87,95,3,3,0.0409,1.061728395
2018,SouthAfrica,20.4,,,,,0.6358,0.855172414
2018,SouthSudan,2.5,,,,,0.25,0.555555556
2018,Uganda,5.7,72,93,,3,0.2158,0.948
2018,UnitedRepublicofTanzania,4.6,,,,,0.207,0.927710843
2018,Zambia,11.3,78,95,1,3,0.452,1.177083333
2018,Zimbabwe,12.7,88,94,1,3,0.3712,0.946031746
2018,Armenia,0.2,53,,3,2,0.0114,
2018,Belarus,0.5,59,90,3,3,0.037,0.46
2018,BosniaandHerzegovina,0.1,,,,,0.02,
2018,Georgia,0.4,49,,4,2,0.0302,
2018,Kazakhstan,0.2,58,59,3,3,0.02,0.590163934
2018,Kyrgyzstan,0.2,43,88,4,2,0.0134,0.65
2018,Montenegro,0.1,40,,,2,0.02,
2018,NorthMacedonia,0.1,,,,,0.02,
2018,RepublicofMoldova,0.6,,,,,0.0353,0.36
2018,Tajikistan,0.2,46,46,3,2,0.0129,0.44
2018,Ukraine,1,52,95,2,3,0.05,1
2018,Uzbekistan,0.2,51,35,2,,0.0208,0.36
2018,Argentina,0.4,61,95,4,,0.0186,1
2018,Bolivia,0.3,44,95,,,0.0191,0.7
2018,Brazil,0.5,66,,3,3,0.0294,
2018,Chile,0.5,63,95,4,,0.0352,0.74
2018,Colombia,0.4,73,21,3,,0.0173,0.213043478
2018,CostaRica,0.4,,,,,0.0267,
2018,Ecuador,0.4,57,95,2,2,0.02,0.74
2018,ElSalvador,0.6,,,,,0.0168,0.22
2018,Guatemala,0.4,43,34,3,2,0.0196,0.341772152
2018,Honduras,0.3,50,59,3,2,0.0104,0.4
2018,Mexico,0.2,70,,4,2,0.0096,
2018,Nicaragua,0.2,53,90,,,0.0106,0.6
2018,Panama,0.9,54,92,4,2,0.045,0.38
2018,Paraguay,0.5,40,88,3,3,0.0262,0.5
2018,Peru,0.3,73,85,3,,0.0125,0.845454545
2018,Uruguay,0.6,58,95,,3,0.0381,0.7
2018,Algeria,0.1,81,74,3,3,0.0081,0.64
2018,Djibouti,1.2,30,30,2,,0.0736,0.12
2018,Egypt,0.1,31,16,,,0.0164,0.12
2018,Iran(IslamicRepublicof),0.1,,,,,0.0072,0.62
2018,Jordan,0.1,84,,4,,0.02,
2018,Kuwait,0.1,62,,4,2,0.0156,
2018,Lebanon,0.1,60,,3,3,0.008,
2018,LibyanArabJamahiriya,0.2,,,,,0.0109,0.3
2018,Morocco,0.1,65,61,3,3,0.0043,0.44
2018,Oman,0.2,41,,3,2,0.0313,
2018,Somalia,0.1,30,19,2,,0.0045,0.18
2018,Sudan,0.2,15,5,1,1,0.0176,0.05
2018,SyrianArabRepublic,0.1,,,,,0.0152,
2018,Tunisia,0.1,39,,,,0.0179,
2018,Yemen,0.1,21,13,,,0.01,0.06
2018,Benin,1,61,95,1,,0.0521,1.769230769
2018,BurkinaFaso,0.7,,,,,0.0175,0.959183673
2018,Burundi,1,80,80,2,,0.0207,0.8
2018,Cameroon,3.6,52,80,1,3,0.1533,0.803703704
2018,CapeVerde,0.6,,,,,0.05,
2018,CentralAfricanRepublic,3.6,,,,,0.18,0.711111111
2018,Chad,1.3,51,56,1,,0.0704,0.56
2018,Congo,2.6,35,25,,2,0.1548,0.243902439
2018,CotedIvoire,2.6,,,,,0.0961,0.916666667
2018,DemocraticRepublicoftheCongo,0.8,,,,,0.0338,0.438461538
2018,EquatorialGuinea,7.1,,,,,0.584,0.5
2018,Gabon,3.8,67,72,1,,0.1434,0.703703704
2018,Gambia,1.9,29,68,1,1,0.1608,0.7
2018,Ghana,1.7,34,79,2,2,0.103,0.8125
2018,Guinea,1.4,40,65,1,,0.077,0.647058824
2018,Guinea-Bissau,3.5,33,48,,,0.2068,0.476190476
2018,Liberia,1.3,35,93,1,2,0.0633,0.9
2018,Mali,1.4,31,24,1,1,0.1307,0.24
2018,Mauritania,0.2,54,38,2,2,0.0071,0.25
2018,Niger,0.3,54,58,2,2,0.0142,0.5875
2018,Nigeria,1.5,53,44,1,2,0.1026,0.437
2018,Senegal,0.4,63,65,2,2,0.0124,0.636363636
2018,SierraLeone,1.5,,,,,0.0879,
2018,Togo,2.3,60,80,1,3,0.1045,0.796296296
2018,Bulgaria,0.1,41,,4,3,0.0143,
2018,Croatia,0.1,75,,4,3,0.0063,
2018,CzechRepublic,0.1,,,,,0.0114,
2018,Denmark,0.1,89,,,3,0.0032,
2018,Estonia,0.9,59,,,3,0.0608,
2018,Finland,0.1,76,,,3,0.0125,
2018,France,0.3,83,,,3,0.0103,
2018,Germany,0.1,80,,,3,0.003,
2018,Hungary,0.1,56,,,3,0.0135,
2018,Iceland,0.1,79,,,3,0.02,
2018,Ireland,0.2,80,,,3,0.0139,
2018,Israel,0.2,,,,3,0.0111,
2018,Italy,0.3,91,,,3,0.0072,
2018,Latvia,0.4,45,,3,,0.0377,
2018,Luxembourg,0.3,77,,4,3,0.025,
2018,Norway,0.1,82,,,3,0.0034,
2018,Portugal,0.5,90,,4,3,0.009,
2018,Romania,0.1,67,95,4,3,0.0044,1.15
2018,Serbia,0.1,65,,4,3,0.0167,
2018,Slovakia,0.1,54,,,3,0.0167,
2018,Spain,0.3,84,,4,3,0.0062,
